number	sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	Vaccine	pubmedID_edit	pubmed_update	notes
501	EU293121	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2008	11923	23-Apr-08	23-Apr-08	-	18446239	8743THA	Thailand	filled in	-	unchanged	1983	filled in	1983	filled in	1983	updated	Homo sapiens	filled in		no	no	18446239	unchanged	
515	JN786877	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2012	11923	14-Aug-12	05-Nov-12	-	22777181	QS-05	Thailand	unchanged	-	unchanged	-	unchanged	-	unchanged	2012	unchanged	Canis lupus familiaris	filled in		no	no	22777181	unchanged	
516	JN786878	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2012	11923	14-Aug-12	05-Nov-12	-	22777181	QS-BHK-P7	Thailand	unchanged	-	unchanged	-	unchanged	-	unchanged	2012	unchanged	Mus	filled in	Mouse	yes	no	22777181	unchanged	mouse BHK-21 cells
163	AF325488	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2001	2092	20-Aug-01	20-Aug-01	-	11483755	THA1-HM	Thailand	filled in	-	unchanged	1983	filled in	1983	filled in	1983	updated	Homo sapiens	filled in		no	no	11483755	unchanged	
162	AF325487	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2001	2091	20-Aug-01	20-Aug-01	-	11483755	MAL1-HM	Malaysia	filled in	-	unchanged	1985	filled in	1985	filled in	1985	updated	Homo sapiens	filled in		no	no	11483755	unchanged	
55	AB052666	AL_Asian_SEA3	Asian SEA3	THA	Thailand	Khalasin	-	-	2000	1575	15-Dec-00	28-May-13	-	-	No.33	Thailand	unchanged	Khalasin	unchanged	2000	filled in	2000	filled in	2000	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	Year found by googling - paper not available for free access
164	AF401285	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2002	1575	02-Aug-02	02-Aug-02	-	-	8743THA	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	-	unchanged		no	no	-	unchanged	Unpublished
175	AY257980	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1575	29-Sep-03	29-Sep-03	-	14513414	HM65	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	1988-2001
176	AY257981	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1575	29-Sep-03	29-Sep-03	-	14513414	HM75	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	1988-2001
177	AY257982	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1575	29-Sep-03	29-Sep-03	-	14513414	HM88	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	1988-2001
178	AY257983	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1575	29-Sep-03	29-Sep-03	-	14513414	HM208	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	1988-2001
519	MH460408	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	2017	2017	2017	1572	16-Feb-19	16-Feb-19	-	-	TH-street11/17	Thailand	unchanged	-	unchanged	2017	unchanged	2017	unchanged	2017	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
168	AY218996	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1432	29-Sep-03	25-Jul-16	-	14513414	D23	Thailand	unchanged	Samutpraharn	unchanged	-	unchanged	1988	filled in	2001	updated	Canis lupus familiaris	filled in		no	no	14513414	unchanged	1988-2001
169	AY218997	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1432	29-Sep-03	25-Jul-16	-	14513414	D48	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Canis lupus familiaris	filled in		no	no	14513414	unchanged	1988-2001
170	AY218998	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1432	29-Sep-03	25-Jul-16	-	14513414	D51	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Canis lupus familiaris	filled in		no	no	14513414	unchanged	1988-2001
171	AY218999	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1432	29-Sep-03	25-Jul-16	-	14513414	HM208	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	1988-2001
172	AY219000	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1432	29-Sep-03	25-Jul-16	-	14513414	HM65	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	1988-2001
173	AY219001	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1432	29-Sep-03	25-Jul-16	-	14513414	HM75	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	1988-2001
174	AY219002	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	1432	29-Sep-03	25-Jul-16	-	14513414	HM88	Thailand	unchanged	-	unchanged	-	unchanged	1988	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	1988-2001
499	DQ267925	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2006	1432	23-May-06	26-Jul-16	Canis familiaris	16529825	D664_45	Thailand	unchanged	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	Canis familiaris	unchanged		no	no	16529825	unchanged	
106	AB178892	AL_Asian_SEA3	Asian SEA3	THA	Thailand	Bangkok	-	-	2004	1353	10-Dec-04	16-Jan-09	-	15508715	THA1013	Thailand	unchanged	Bangkok	unchanged	1985	filled in	1985	filled in	1985	updated	Canis lupus familiaris	filled in		no	no	15508715	unchanged	Genbank, paper not available
107	AB178893	AL_Asian_SEA3	Asian SEA3	THA	Thailand	Bangkok	-	-	2004	1353	10-Dec-04	16-Jan-09	-	15508715	THA1015	Thailand	unchanged	Bangkok	unchanged	1985	filled in	1985	filled in	1985	updated	Canis lupus familiaris	filled in		no	no	15508715	unchanged	Genbank, paper not available
108	AB178894	AL_Asian_SEA3	Asian SEA3	THA	Thailand	Bangkok	-	-	2004	1353	10-Dec-04	16-Jan-09	-	15508715	THA1017	Thailand	unchanged	Bangkok	unchanged	1985	filled in	1985	filled in	1985	updated	Canis lupus familiaris	filled in		no	no	15508715	unchanged	Genbank, paper not available
109	AB178895	AL_Asian_SEA3	Asian SEA3	THA	Thailand	Bangkok	-	-	2004	1353	10-Dec-04	16-Jan-09	-	15508715	THA-Abha	Thailand	unchanged	Bangkok	unchanged	1977	filled in	1977	filled in	1977	updated	Canis lupus familiaris	filled in		no	no	15508715	unchanged	Genbank, paper not available
110	AB178896	AL_Asian_SEA3	Asian SEA3	THA	Thailand	Ayudhaya	-	-	2004	1353	10-Dec-04	16-Jan-09	-	15508715	THA-AY	Thailand	unchanged	Ayudhaya	unchanged	1963	filled in	1963	filled in	1963	updated	Canis lupus familiaris	filled in		no	no	15508715	unchanged	Genbank, paper not available
500	DQ866111	AL_Asian_SEA3	Asian SEA3	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GXN119	China	unchanged	Guangxi	unchanged	-	unchanged	2000	filled in	2005	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	2000-2005
507	JF819603	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN0818D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
508	JF819604	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN0815D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
509	JF819608	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN0817D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
510	JF819609	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN0813D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
